game_id,season,week,gameday,team,opponent,points_for,points_against,rest_days,is_home,win
2025_16_CIN_MIA,2025,16,2025-12-21,MIA,CIN,21,45,6,1,0
2025_16_GB_CHI,2025,16,2025-12-20,CHI,GB,22,16,6,1,1
2025_16_GB_CHI,2025,16,2025-12-20,GB,CHI,16,22,6,0,0
2025_16_JAX_DEN,2025,16,2025-12-21,DEN,JAX,20,34,7,1,0
2025_16_JAX_DEN,2025,16,2025-12-21,JAX,DEN,34,20,7,0,1
2025_16_KC_TEN,2025,16,2025-12-21,KC,TEN,9,26,7,0,0
2025_16_KC_TEN,2025,16,2025-12-21,TEN,KC,26,9,7,1,1
2025_16_LAC_DAL,2025,16,2025-12-21,DAL,LAC,17,34,7,1,0
2025_16_LAC_DAL,2025,16,2025-12-21,LAC,DAL,34,17,7,0,1
2025_16_LA_SEA,2025,16,2025-12-18,LA,SEA,37,38,4,0,0
2025_16_LA_SEA,2025,16,2025-12-18,SEA,LA,38,37,4,1,1
2025_16_LV_HOU,2025,16,2025-12-21,HOU,LV,23,21,7,1,1
2025_16_LV_HOU,2025,16,2025-12-21,LV,HOU,21,23,7,0,0
2025_16_MIN_NYG,2025,16,2025-12-21,MIN,NYG,16,13,7,0,1
2025_16_MIN_NYG,2025,16,2025-12-21,NYG,MIN,13,16,7,1,0
2025_16_NE_BAL,2025,16,2025-12-21,BAL,NE,24,28,7,1,0
2025_16_NE_BAL,2025,16,2025-12-21,NE,BAL,28,24,7,0,1
2025_16_NYJ_NO,2025,16,2025-12-21,NO,NYJ,29,6,7,1,1
2025_16_NYJ_NO,2025,16,2025-12-21,NYJ,NO,6,29,7,0,0
2025_16_PHI_WAS,2025,16,2025-12-20,PHI,WAS,29,18,6,0,1
2025_16_PHI_WAS,2025,16,2025-12-20,WAS,PHI,18,29,6,1,0
2025_16_PIT_DET,2025,16,2025-12-21,DET,PIT,24,29,7,1,0
2025_16_PIT_DET,2025,16,2025-12-21,PIT,DET,29,24,6,0,1
2025_16_SF_IND,2025,16,2025-12-22,IND,SF,27,48,8,1,0
2025_16_SF_IND,2025,16,2025-12-22,SF,IND,48,27,8,0,1
2025_16_TB_CAR,2025,16,2025-12-21,CAR,TB,23,20,7,1,1
2025_16_TB_CAR,2025,16,2025-12-21,TB,CAR,20,23,10,0,0
2025_17_ARI_CIN,2025,17,2025-12-28,ARI,CIN,14,37,7,0,0
2025_17_ARI_CIN,2025,17,2025-12-28,CIN,ARI,37,14,7,1,1
2025_17_BAL_GB,2025,17,2025-12-27,BAL,GB,41,24,6,0,1
2025_17_BAL_GB,2025,17,2025-12-27,GB,BAL,24,41,7,1,0
2025_17_CHI_SF,2025,17,2025-12-28,CHI,SF,38,42,8,0,0
2025_17_CHI_SF,2025,17,2025-12-28,SF,CHI,42,38,6,1,1
2025_17_DAL_WAS,2025,17,2025-12-25,DAL,WAS,30,23,4,0,1
2025_17_DAL_WAS,2025,17,2025-12-25,WAS,DAL,23,30,5,1,0
2025_17_DEN_KC,2025,17,2025-12-25,DEN,KC,20,13,4,0,1
2025_17_DEN_KC,2025,17,2025-12-25,KC,DEN,13,20,4,1,0
2025_17_DET_MIN,2025,17,2025-12-25,DET,MIN,10,23,4,0,0
2025_17_DET_MIN,2025,17,2025-12-25,MIN,DET,23,10,4,1,1
2025_17_HOU_LAC,2025,17,2025-12-27,HOU,LAC,20,16,6,0,1
2025_17_HOU_LAC,2025,17,2025-12-27,LAC,HOU,16,20,6,1,0
2025_17_JAX_IND,2025,17,2025-12-28,IND,JAX,17,23,6,1,0
2025_17_JAX_IND,2025,17,2025-12-28,JAX,IND,23,17,7,0,1
2025_17_LA_ATL,2025,17,2025-12-29,ATL,LA,27,24,8,1,1
2025_17_LA_ATL,2025,17,2025-12-29,LA,ATL,24,27,11,0,0
2025_17_NE_NYJ,2025,17,2025-12-28,NE,NYJ,42,10,7,0,1
2025_17_NE_NYJ,2025,17,2025-12-28,NYJ,NE,10,42,7,1,0
2025_17_NO_TEN,2025,17,2025-12-28,NO,TEN,34,26,7,0,1
2025_17_NO_TEN,2025,17,2025-12-28,TEN,NO,26,34,7,1,0
2025_17_NYG_LV,2025,17,2025-12-28,LV,NYG,10,34,7,1,0
2025_17_NYG_LV,2025,17,2025-12-28,NYG,LV,34,10,7,0,1
2025_17_PHI_BUF,2025,17,2025-12-28,BUF,PHI,12,13,7,1,0
2025_17_PHI_BUF,2025,17,2025-12-28,PHI,BUF,13,12,8,0,1
2025_17_PIT_CLE,2025,17,2025-12-28,CLE,PIT,13,6,7,1,1
2025_17_PIT_CLE,2025,17,2025-12-28,PIT,CLE,6,13,7,0,0
2025_17_SEA_CAR,2025,17,2025-12-28,CAR,SEA,10,27,7,1,0
2025_17_SEA_CAR,2025,17,2025-12-28,SEA,CAR,27,10,10,0,1
2025_17_TB_MIA,2025,17,2025-12-28,MIA,TB,20,17,7,1,1
2025_17_TB_MIA,2025,17,2025-12-28,TB,MIA,17,20,7,0,0
2025_18_ARI_LA,2025,18,2026-01-04,ARI,LA,20,37,7,0,0
2025_18_ARI_LA,2025,18,2026-01-04,LA,ARI,37,20,6,1,1
2025_18_BAL_PIT,2025,18,2026-01-04,BAL,PIT,24,26,8,0,0
2025_18_BAL_PIT,2025,18,2026-01-04,PIT,BAL,26,24,7,1,1
2025_18_CAR_TB,2025,18,2026-01-03,CAR,TB,14,16,6,0,0
2025_18_CAR_TB,2025,18,2026-01-03,TB,CAR,16,14,6,1,1
2025_18_CLE_CIN,2025,18,2026-01-04,CIN,CLE,18,20,7,1,0
2025_18_CLE_CIN,2025,18,2026-01-04,CLE,CIN,20,18,7,0,1
2025_18_DAL_NYG,2025,18,2026-01-04,DAL,NYG,17,34,10,0,0
2025_18_DAL_NYG,2025,18,2026-01-04,NYG,DAL,34,17,7,1,1
2025_18_DET_CHI,2025,18,2026-01-04,CHI,DET,16,19,7,1,0
2025_18_DET_CHI,2025,18,2026-01-04,DET,CHI,19,16,10,0,1
2025_18_GB_MIN,2025,18,2026-01-04,GB,MIN,3,16,8,0,0
2025_18_GB_MIN,2025,18,2026-01-04,MIN,GB,16,3,10,1,1
2025_18_IND_HOU,2025,18,2026-01-04,HOU,IND,38,30,8,1,1
2025_18_IND_HOU,2025,18,2026-01-04,IND,HOU,30,38,7,0,0
2025_18_KC_LV,2025,18,2026-01-04,KC,LV,12,14,10,0,0
2025_18_KC_LV,2025,18,2026-01-04,LV,KC,14,12,7,1,1
2025_18_LAC_DEN,2025,18,2026-01-04,DEN,LAC,19,3,10,1,1
2025_18_LAC_DEN,2025,18,2026-01-04,LAC,DEN,3,19,8,0,0
2025_18_MIA_NE,2025,18,2026-01-04,MIA,NE,10,38,7,0,0
2025_18_MIA_NE,2025,18,2026-01-04,NE,MIA,38,10,7,1,1
2025_18_NO_ATL,2025,18,2026-01-04,ATL,NO,19,17,6,1,1
2025_18_NO_ATL,2025,18,2026-01-04,NO,ATL,17,19,7,0,0
2025_18_NYJ_BUF,2025,18,2026-01-04,BUF,NYJ,35,8,7,1,1
2025_18_NYJ_BUF,2025,18,2026-01-04,NYJ,BUF,8,35,7,0,0
2025_18_SEA_SF,2025,18,2026-01-03,SEA,SF,13,3,6,0,1
2025_18_SEA_SF,2025,18,2026-01-03,SF,SEA,3,13,6,1,0
2025_18_TEN_JAX,2025,18,2026-01-04,JAX,TEN,41,7,7,1,1
2025_18_TEN_JAX,2025,18,2026-01-04,TEN,JAX,7,41,7,0,0
2025_18_WAS_PHI,2025,18,2026-01-04,PHI,WAS,17,24,7,1,0
2025_18_WAS_PHI,2025,18,2026-01-04,WAS,PHI,24,17,10,0,1
